train_acc,train_loss,val_acc,val_loss
0.03818947368421053,4.346218,0.05600000000000001,4.100262
0.059536842105263166,4.0531597,0.08199999999999999,3.9205585
0.08271578947368423,3.870825,0.0736,3.93378
0.10806315789473685,3.6935844,0.1376,3.5071695
0.14345263157894736,3.5067143,0.1396,3.5184312
0.1774526315789474,3.3303113,0.1928,3.1883764
0.2136421052631579,3.1423967,0.2584,2.977018
0.23886315789473686,2.9938571,0.19759999999999997,3.1939232
0.26389473684210524,2.8576958,0.2924,2.757816
0.29240000000000005,2.7185414,0.3,2.6892817
0.3093684210526316,2.6308546,0.2916,2.6670732
0.3309684210526315,2.526964,0.36080000000000007,2.409367
0.35185263157894736,2.4376342,0.33919999999999995,2.5246267
0.364378947368421,2.3767645,0.3464,2.402246
0.3852,2.2885423,0.3948,2.2308059
0.3939157894736842,2.2325406,0.34159999999999996,2.4308589
0.4085684210526316,2.1816561,0.41239999999999993,2.157496
0.42440000000000005,2.1069226,0.41119999999999995,2.1514082
0.4336842105263158,2.0639815,0.3572000000000001,2.4574754
0.4450736842105263,2.0147414,0.4416,2.0453873
0.45463157894736844,1.9723694,0.4116,2.1276853
0.46016842105263156,1.9485414,0.42800000000000005,2.1250978
0.4748842105263158,1.8914112,0.46159999999999995,1.9246408
0.4811157894736842,1.8635614,0.4168,2.153266
0.48810526315789476,1.8345541,0.4679999999999999,1.9227523
0.5015157894736842,1.78123,0.47239999999999993,1.9042958
0.5035578947368421,1.7730553,0.4348,2.0834336
0.5118736842105263,1.732635,0.4844,1.8394873
0.5189263157894737,1.7043391,0.46159999999999995,1.9526459
0.5226736842105263,1.6954056,0.46480000000000005,1.9939841
0.5319578947368421,1.6491421,0.5,1.786378
0.5351999999999999,1.6369085,0.458,1.982799
0.5433473684210526,1.6117673,0.48960000000000004,1.7717322
0.5538947368421053,1.5786713,0.4996,1.8343121
0.5529684210526317,1.5753629,0.45159999999999995,2.0616763
0.5610736842105263,1.5465481,0.5207999999999999,1.7355847
0.5671368421052632,1.5178964,0.4836,1.91106
0.5645052631578947,1.5248373,0.49839999999999995,1.8846626
0.5766315789473684,1.475973,0.5376,1.6744571
0.5744842105263158,1.4780266,0.44559999999999994,2.0553722
0.5810947368421053,1.4667754,0.5264,1.7121446
0.5915157894736842,1.4250665,0.5332,1.6911944
0.5885052631578948,1.4288864,0.4831999999999999,1.9113132
0.594863157894737,1.4031949,0.5356,1.6329242
0.5996421052631579,1.3801676,0.5152,1.737371
0.5994526315789473,1.3881598,0.5228,1.7932755
0.6097052631578948,1.3485522,0.5396,1.6267233
0.6102736842105263,1.3398135,0.5068,1.8894926
0.6098736842105263,1.3415303,0.5492,1.6397698
0.6148210526315788,1.3177857,0.5548000000000001,1.6317933
0.6200210526315789,1.3111832,0.5024000000000001,1.8087938
0.6228842105263158,1.2899951,0.55,1.6195397
0.6281684210526316,1.2717592,0.5192,1.8200947
0.6254526315789474,1.2756037,0.5227999999999999,1.7983313
0.6378105263157896,1.2422874,0.5572,1.5832238
0.6334105263157895,1.2462525,0.496,1.9056404
0.6365052631578948,1.237738,0.5496,1.647226
0.6453684210526316,1.2143674,0.5536,1.6061234
0.6391368421052632,1.2247039,0.5,1.8861032
0.6445263157894737,1.2088836,0.5616,1.5715221
0.6508631578947369,1.1866969,0.5472,1.6751077
0.6502736842105263,1.1870334,0.5304,1.7057123
0.6544000000000001,1.1675956,0.5648000000000001,1.5441234
0.656463157894737,1.1625997,0.5136,1.9193698
0.6590526315789474,1.1546066,0.5572,1.6129378
0.6651999999999999,1.1274006,0.5672,1.6049865
0.660421052631579,1.1406052,0.5396000000000001,1.72961
0.6655368421052631,1.1296669,0.5728,1.5570254
0.6694526315789474,1.1097566,0.552,1.7034203
0.6684,1.1172451,0.5552,1.6634597
0.6746526315789474,1.0911615,0.5744,1.5386091
0.6753473684210527,1.09193,0.5264000000000001,1.8496635
0.6751578947368421,1.087075,0.5572,1.5905793
0.6820210526315789,1.0596273,0.5684,1.5872302
0.6766105263157894,1.079225,0.508,1.8912843
0.6830315789473683,1.0569162,0.5736,1.5611566
0.685957894736842,1.0472466,0.5172,1.8469223
0.6813473684210526,1.0562555,0.554,1.7509122
0.6901684210526317,1.0321056,0.5847999999999999,1.5501697
0.688757894736842,1.0314969,0.5296,1.8312494
0.6888210526315788,1.0339619,0.5736,1.6182917
0.6971999999999999,1.002647,0.5808000000000001,1.5788999
0.6949684210526316,1.0078866,0.5304,1.8124608
0.6978105263157894,0.9999929,0.5888,1.5454134
0.702821052631579,0.9848923,0.5611999999999999,1.7045822
0.6994105263157894,0.9953179,0.5532,1.7097764
0.7051368421052632,0.9794228,0.592,1.559671
0.7059578947368421,0.96890175,0.5428,1.8235006
0.7081263157894736,0.96762305,0.5824,1.5749642
0.7129894736842104,0.9520147,0.5848,1.5631098
0.7115368421052632,0.9536377,0.5376000000000001,1.8307079
0.7135578947368421,0.9415948,0.5836,1.5770911
0.7175368421052631,0.9355767,0.5664000000000001,1.6647558
0.7110526315789474,0.9509345,0.5808000000000001,1.6515704
0.7213894736842106,0.92443514,0.5908000000000001,1.5617982
0.7182736842105264,0.92015225,0.5472,1.812276
0.7147157894736842,0.93187356,0.5768,1.6393802
0.7220421052631579,0.9084759,0.5824,1.6040869
0.7214526315789473,0.9102875,0.5379999999999999,1.8872446
0.722021052631579,0.9096007,0.5844,1.6279868
