train_acc,train_loss,val_acc,val_loss
0.01936842105263158,4.447031,0.022000000000000002,4.2674184
0.02608421052631579,4.26498,0.0308,4.181822
0.04221052631578948,4.1502748,0.054000000000000006,4.072258
0.06296842105263158,3.994086,0.08560000000000001,3.8511477
0.09002105263157896,3.8307002,0.096,3.79451
0.11418947368421054,3.6985273,0.12120000000000002,3.6399186
0.13774736842105265,3.5547512,0.15600000000000003,3.4515479
0.15877894736842108,3.439652,0.15200000000000002,3.478664
0.1811157894736842,3.3021824,0.2004,3.237129
0.20421052631578948,3.1786718,0.2228,3.1314392
0.21978947368421053,3.0964222,0.2236,3.1229887
0.2440842105263158,2.9646819,0.26439999999999997,2.9044259
0.2649684210526316,2.867395,0.26280000000000003,2.9123404
0.2752631578947368,2.808577,0.2672,2.8323026
0.2991789473684211,2.6961832,0.3152,2.6699111
0.3083368421052632,2.6528027,0.2888,2.7732904
0.3219578947368421,2.5809996,0.3340000000000001,2.6318512
0.33631578947368423,2.5085373,0.3308,2.5502353
0.3424,2.4815323,0.31120000000000003,2.5983746
0.3585473684210526,2.4119465,0.366,2.4297915
0.3703368421052632,2.3616097,0.35320000000000007,2.4438665
0.3760631578947368,2.3455548,0.33919999999999995,2.497129
0.38976842105263154,2.2686884,0.38319999999999993,2.3360934
0.39484210526315794,2.2487037,0.3368,2.4698417
0.39884210526315794,2.220417,0.38400000000000006,2.314718
0.41071578947368415,2.1679008,0.38239999999999996,2.2867398
0.41279999999999994,2.1617312,0.35960000000000003,2.4562938
0.4253684210526316,2.1170943,0.4068,2.2292228
0.4310105263157895,2.0870116,0.3748,2.3846967
0.43136842105263157,2.0808635,0.396,2.3029945
0.44526315789473686,2.0226593,0.4232,2.1436036
0.445621052631579,2.0203373,0.4048,2.2060843
0.4493052631578947,2.0065994,0.4232,2.1368208
0.4612,1.9589076,0.42879999999999996,2.126634
0.4598736842105263,1.9620531,0.4036,2.2581663
0.46633684210526316,1.933566,0.4412,2.1029415
0.47823157894736845,1.8916417,0.4332000000000001,2.1492121
0.472,1.9152405,0.4208,2.225047
0.48256842105263154,1.8562886,0.45160000000000006,2.0299613
0.4880421052631579,1.8521366,0.42719999999999997,2.197426
0.48673684210526313,1.8459452,0.45359999999999995,2.0312538
0.5,1.8000789,0.45039999999999997,2.0585113
0.496,1.8185233,0.43,2.1835685
0.5017684210526316,1.7865651,0.4616,1.9636923
0.5076842105263158,1.7596291,0.44239999999999996,2.1097538
0.5044842105263158,1.7698972,0.44239999999999996,2.0862813
0.5146526315789475,1.7386676,0.4736,1.9801707
0.5104,1.7409958,0.4456,2.1151178
0.5126947368421053,1.7334113,0.46240000000000003,1.9907858
0.5230526315789473,1.6917803,0.47040000000000004,1.9957279
0.5184210526315789,1.7135906,0.44,2.0947502
0.5256,1.6851069,0.484,1.9287772
0.5311578947368422,1.6656756,0.4664,1.9872166
0.5278315789473684,1.680289,0.44880000000000003,2.0375926
0.5365684210526317,1.6397089,0.49560000000000004,1.9026401
0.5338315789473684,1.6539065,0.45840000000000003,2.0687482
0.5357894736842105,1.6435964,0.498,1.9183301
0.5408421052631579,1.6218625,0.4932,1.9194613
0.5397894736842105,1.6245296,0.47480000000000006,1.9716046
0.5440210526315788,1.6094375,0.4872000000000001,1.8975351
0.5505473684210526,1.5868056,0.4696000000000001,2.0544016
0.5446526315789475,1.6081446,0.452,2.0128124
0.5488842105263159,1.5848584,0.48760000000000003,1.9003319
0.5522526315789474,1.5687538,0.462,2.0408
0.5555368421052631,1.5690243,0.5068,1.9005245
0.5621473684210526,1.5406275,0.4868,1.9293888
0.5587368421052631,1.5537076,0.4668,2.0010612
0.5650947368421053,1.5265311,0.502,1.8794688
0.5675157894736842,1.5246048,0.45199999999999996,2.018677
0.5598315789473685,1.54601,0.49199999999999994,1.9254909
0.5687578947368421,1.5057392,0.5132000000000001,1.8358655
0.5663578947368421,1.5130405,0.47800000000000004,2.0183153
0.5654526315789473,1.5257484,0.494,1.9249008
0.5774315789473684,1.4838436,0.4932000000000001,1.9495353
0.5686526315789474,1.5078824,0.47519999999999996,1.9698708
0.5747789473684211,1.4930537,0.5124,1.8454269
0.576,1.4783111,0.5004,1.9330754
0.5754736842105264,1.4871819,0.4872000000000001,1.9625467
0.5817894736842104,1.4623376,0.5168,1.8363466
0.5765052631578946,1.4773711,0.4808,1.9224623
0.5819157894736844,1.4608902,0.5072,1.9229746
0.5869894736842105,1.4383291,0.5064,1.864664
0.5788421052631578,1.4653832,0.4775999999999999,2.0234373
0.5894315789473684,1.430332,0.5104000000000001,1.8797162
0.5892000000000001,1.4306078,0.4904,1.9948317
0.5879157894736842,1.4369043,0.5008,1.9193239
0.5921263157894738,1.4169801,0.5159999999999999,1.8351024
0.5930947368421053,1.4194036,0.4799999999999999,1.9836228
0.5877473684210526,1.4270654,0.5092,1.8954337
0.5934526315789473,1.4098114,0.5015999999999999,1.9117067
0.5913263157894737,1.4224857,0.48479999999999995,1.9912764
0.5999368421052631,1.3897094,0.5124,1.8444159
0.5982736842105262,1.3934964,0.5064,1.9054615
0.5950526315789473,1.4144084,0.5012000000000001,1.9384743
0.6044842105263157,1.3752542,0.5172,1.831436
0.5987368421052632,1.3871869,0.4976,1.9579538
0.5970947368421052,1.394446,0.5108,1.8669288
0.6028631578947369,1.3624936,0.5244000000000001,1.8464334
0.5987789473684211,1.391192,0.4808,1.9167955
0.6053052631578947,1.3729287,0.5307999999999999,1.8293431
